Provider_ID,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Phone_Number,Measure_ID,Question,Answer_Description,Patient_Survey_Star_Rating,Patient_Survey_Star_Rating_Footnote,Answer_Percent,Answer_Percent_Footnote,Linear_Mean_Value,Number_of_Completed_Surveys,Number_of_Completed_Surveys_Footnote,Survey_Response_Rate_Percent,Survey_Response_Rate_Percent_Footnote,Measure_Start_Date,Measure_End_Date,Location
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",,,21.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",,,68.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_5_LINEAR_SCORE,Communication about medicines - linear mean score,Communication about medicines - linear mean score,,,,,81.0,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",,,16.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4.0,,,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",,,16.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_6_LINEAR_SCORE,Discharge information - linear mean score,Discharge information - linear mean score,,,,,88.0,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",,,12.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,,,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",,,88.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_7_A,"Patients who ""Agree"" they understood their care when they left the hospital","Patients who ""Agree"" they understood their care when they left the hospital",,,47.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_7_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",,,4.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_7_LINEAR_SCORE,Care transition - linear mean score,Care transition - linear mean score,,,,,81.0,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",,,49.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,3.0,,,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",,,8.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",,,22.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",,,70.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_HSP_RATING_LINEAR_SCORE,Overall hospital rating - linear mean score,Overall hospital rating - linear mean score,,,,,88.0,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,,,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",,,65.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",,,9.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",,,26.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_QUIET_LINEAR_SCORE,Quietness - linear mean score,Quietness - linear mean score,,,,,85.0,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4.0,,,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",,,5.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",,,71.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_RECMND_LINEAR_SCORE,Recommend hospital - linear mean score,Recommend hospital - linear mean score,,,,,88.0,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",,,24.0,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3.0,,,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,H_STAR_RATING,Summary star rating,Summary star rating,3.0,,,,,1135.0,,34.0,,2017-07-01,2018-06-30,"2505 U S HIGHWAY 431 NORTH BOAZ, AL 35957"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",,,58.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",,,17.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",,,25.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_CLEAN_LINEAR_SCORE,Cleanliness - linear mean score,Cleanliness - linear mean score,,,,,79.0,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,1.0,,,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",,,75.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_1_LINEAR_SCORE,Nurse communication - linear mean score,Nurse communication - linear mean score,,,,,89.0,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",,,7.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,2.0,,,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",,,18.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",,,79.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_2_LINEAR_SCORE,Doctor communication - linear mean score,Doctor communication - linear mean score,,,,,91.0,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",,,5.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,,,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",,,16.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",,,62.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_3_LINEAR_SCORE,Staff responsiveness - linear mean score,Staff responsiveness - linear mean score,,,,,83.0,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",,,11.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,3.0,,,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",,,27.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",,,61.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_5_LINEAR_SCORE,Communication about medicines - linear mean score,Communication about medicines - linear mean score,,,,,76.0,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",,,20.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,,,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",,,19.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_6_LINEAR_SCORE,Discharge information - linear mean score,Discharge information - linear mean score,,,,,83.0,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",,,17.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,2.0,,,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",,,83.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_7_A,"Patients who ""Agree"" they understood their care when they left the hospital","Patients who ""Agree"" they understood their care when they left the hospital",,,48.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_7_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital","Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",,,6.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_7_LINEAR_SCORE,Care transition - linear mean score,Care transition - linear mean score,,,,,80.0,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",,,46.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,2.0,,,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",,,12.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",,,27.0,,,579.0,,22.0,,2017-07-01,2018-06-30,"205 MARENGO STREET FLORENCE, AL 35631 (34.79366, -87.684348)"
